Item Description,Item #,Inv Date,UOM ,Qty ,Sum of extprice,
APRICOTS 96 CT,1490,09-May-16,CS,44,"$1,526.80",CA
,,10-May-16,CS,2,$69.40,CA
APRICOTS 96 CT Total,,,,46,"$1,596.20",
ARTICHOKES 30/36 CT,2390,31-May-16,CS,43,"$1,352.35",CA
ARTICHOKES 30/36 CT Total,,,,43,"$1,352.35",
BERRIES BLUE 12/1 PINT,1550,31-May-16,CS,42,$817.40,FL
BERRIES BLUE 12/1 PINT Total,,,,42,$817.40,
BERRIES CAPE GOOSEBERRIES,1559,23-May-16,CS,30,"$1,048.50",CA
BERRIES CAPE GOOSEBERRIES Total,,,,30,"$1,048.50",
CELERY STICKS 4/5 LB SCH,6110S,05-May-16,CS,1,$39.45,CA
,,05-May-16,EACH,2,$24.22,CA
,,12-May-16,CS,1,$23.95,CA
,,12-May-16,EACH,4,$32.96,CA
,,26-May-16,CS,1,$23.95,CA
,,26-May-16,EACH,1,$8.24,CA
,,09-May-16,CS,2,$47.90,CA
,,09-May-16,EACH,6,$49.44,CA
,,31-May-16,CS,1,$39.45,CA
,,31-May-16,EACH,8,$96.88,CA
,,16-May-16,CS,1,$23.95,CA
,,16-May-16,EACH,6,$49.44,CA
,,03-May-16,EACH,1,$12.11,CA
,,10-May-16,EACH,1,$8.24,CA
,,17-May-16,EACH,1,$8.24,CA
CELERY STICKS 4/5 LB SCH Total,,,,37,$488.42,
CHERRIES RED 8/2.25 LB 9.5/10 ROW,1601,23-May-16,CS,32,"$1,822.40",CA
CHERRIES RED 8/2.25 LB 9.5/10 ROW Total,,,,32,"$1,822.40",
ENDIVE BELGIAN 10 LB,2110,31-May-16,CS,25,$648.75,BELGIUM
ENDIVE BELGIAN 10 LB Total,,,,25,$648.75,
GRAPES RED SEEDLESS SCH,1750S,05-May-16,CS,2,$63.40,CHILE
,,12-May-16,2 #,2,$14.74,CHILE
,,19-May-16,2 #,1,$7.37,CHILE
,,26-May-16,CS,1,$36.45,CHILE
,,09-May-16,CS,1,$40.95,CHILE
,,31-May-16,CS,1,$35.95,CHILE
,,02-May-16,2 #,4,$24.84,CHILE
,,02-May-16,CS,2,$63.40,CHILE
,,23-May-16,2 #,3,$20.43,CHILE
,,23-May-16,CS,2,$72.90,CHILE
,,16-May-16,CS,3,$122.85,CHILE
,,03-May-16,2 #,1,$6.21,CHILE
,,03-May-16,CS,3,$95.10,CHILE
,,10-May-16,CS,2,$81.90,CHILE
,,17-May-16,2 #,1,$7.37,CHILE
,,24-May-16,2 #,1,$6.81,CHILE
,,24-May-16,CS,1,$36.45,CHILE
GRAPES RED SEEDLESS SCH Total,,,,31,$737.12,
GREENS MUSTARD CUT & CLEAN 6/2#,6152,09-May-16,CS,28,$502.60,SC
,,10-May-16,CS,2,$35.90,SC
GREENS MUSTARD CUT & CLEAN 6/2# Total,,,,30,$538.50,
GUAVA 1/5 LB TRAY,1773,02-May-16,CS,41,"$1,453.45",FL
GUAVA 1/5 LB TRAY Total,,,,41,"$1,453.45",
"LETTUCE 1/8"" SHRED 4/5 LB SCH",6180S,05-May-16,EACH,9,$67.77,CA
,,12-May-16,EACH,8,$61.52,CA
,,19-May-16,EACH,8,$61.52,CA
,,26-May-16,CS,2,$41.90,CA
,,26-May-16,EACH,6,$46.14,CA
,,09-May-16,CS,6,$125.70,CA
,,31-May-16,CS,1,$21.09,CA
,,31-May-16,EACH,4,$30.92,CA
,,02-May-16,CS,1,$20.34,CA
,,02-May-16,EACH,1,$7.53,CA
,,23-May-16,CS,2,$41.90,CA
,,23-May-16,EACH,2,$15.38,CA
,,16-May-16,CS,2,$41.90,CA
,,16-May-16,EACH,1,$7.69,CA
,,03-May-16,CS,2,$40.68,CA
,,03-May-16,EACH,3,$22.59,CA
,,10-May-16,CS,2,$41.90,CA
,,10-May-16,EACH,6,$46.14,CA
,,17-May-16,CS,3,$62.85,CA
,,17-May-16,EACH,2,$15.38,CA
,,24-May-16,CS,4,$83.80,CA
,,24-May-16,EACH,6,$46.14,CA
,,27-May-16,EACH,2,$15.38,CA
"LETTUCE 1/8"" SHRED 4/5 LB SCH Total",,,,83,$966.16,
MUSHROOM WHITE BUTTON 10 LB USA,5100,16-May-16,CS,35,$654.50,PA
MUSHROOM WHITE BUTTON 10 LB USA Total,,,,35,$654.50,
ORANGES 113-138 SCH,1690S,05-May-16,CS,35,$698.25,CA
,,12-May-16,CS,18,$413.10,CA
,,09-May-16,CS,34,$780.30,CA
,,02-May-16,CS,36,$718.20,CA
,,03-May-16,CS,43,$857.85,CA
,,10-May-16,CS,37,$849.15,CA
ORANGES 113-138 SCH Total,,,,203,"$4,316.85",
ORANGES CH 113/138 CT SCH,1690S,12-May-16,CS,19,$436.05,CA
,,19-May-16,CS,33,$757.35,CA
,,26-May-16,CS,35,$838.25,CA
,,31-May-16,CS,40,$958.00,CA
,,23-May-16,CS,29,$694.55,CA
,,16-May-16,CS,31,$711.45,CA
,,10-May-16,CS,2,$45.90,CA
,,17-May-16,CS,41,$940.95,CA
,,24-May-16,CS,32,$766.40,CA
,,27-May-16,CS,1,$23.95,CA
ORANGES CH 113/138 CT SCH Total,,,,263,"$6,172.85",
PASSION FRUIT,1865,09-May-16,CS,54,"$3,183.30",NEW ZEALAND
,,10-May-16,CS,2,$117.90,NEW ZEALAND
PASSION FRUIT Total,,,,56,"$3,301.20",
PEARS D'ANJOU WXF 70/90 CT,1930,16-May-16,CS,16,$636.96,WA
PEARS D'ANJOU WXF 70/90 CT Total,,,,16,$636.96,
PEPPER CUBANELLE 1-1/9 BU,2805,23-May-16,CS,20,$549.00,FL
PEPPER CUBANELLE 1-1/9 BU Total,,,,20,$549.00,
PEPPER VEGGIE SWEET 12/8 USA,8420,02-May-16,CS,35,$855.75,FL
,,03-May-16,CS,4,$107.80,FL
PEPPER VEGGIE SWEET 12/8 USA Total,,,,39,$963.55,
POTATO YUKON GOLD #2  50 LB,4526,16-May-16,CS,23,$407.10,CANADA
POTATO YUKON GOLD #2  50 LB Total,,,,23,$407.10,
ROMAINE CHOPPED 6/2 LB SCH,6300S,05-May-16,CS,9,$190.80,CA
,,12-May-16,CS,9,$186.30,CA
,,19-May-16,CS,9,$186.30,CA
,,26-May-16,CS,8,$165.60,CA
,,09-May-16,CS,9,$186.30,CA
,,31-May-16,CS,11,$235.95,CA
,,31-May-16,EACH,2,$11.66,CA
,,02-May-16,CS,1,$21.20,CA
,,23-May-16,CS,11,$227.70,CA
,,16-May-16,CS,11,$227.70,CA
,,03-May-16,CS,4,$84.80,CA
,,10-May-16,CS,7,$144.90,CA
,,10-May-16,EACH,2,$11.40,CA
,,17-May-16,CS,5,$103.50,CA
,,17-May-16,EACH,3,$17.10,CA
,,24-May-16,CS,17,$351.90,CA
,,24-May-16,EACH,1,$5.70,CA
ROMAINE CHOPPED 6/2 LB SCH Total,,,,119,"$2,358.81",
SQUASH ZUCCHINI MED 1/2 BU,4180,26-May-16,5 #,32,$185.92,FL
,,31-May-16,5 #,2,$11.32,FL
SQUASH ZUCCHINI MED 1/2 BU Total,,,,34,$197.24,
SWISS CHARD BRITE LITES 12 CT,2340,23-May-16,CS,32,"$1,038.40",CA
SWISS CHARD BRITE LITES 12 CT Total,,,,32,"$1,038.40",
TOMATOES 6X6 25 LB SCH,5880S,05-May-16,5 #,9,$58.41,FL
,,05-May-16,CS,5,$84.75,FL
,,12-May-16,5 #,7,$41.93,FL
,,12-May-16,CS,3,$44.85,FL
,,19-May-16,5 #,5,$29.95,FL
,,19-May-16,CS,2,$29.90,FL
,,26-May-16,5 #,7,$43.68,FL
,,26-May-16,CS,2,$31.90,FL
,,09-May-16,5 #,3,$17.97,FL
,,09-May-16,CS,3,$44.85,FL
,,31-May-16,5 #,8,$49.92,FL
,,31-May-16,CS,4,$63.80,FL
,,02-May-16,5 #,3,$19.47,FL
,,02-May-16,CS,1,$16.95,FL
,,23-May-16,5 #,3,$18.72,FL
,,23-May-16,CS,3,$47.85,FL
,,16-May-16,5 #,2,$11.98,FL
,,16-May-16,CS,1,$14.95,FL
,,03-May-16,5 #,6,$38.94,FL
,,03-May-16,CS,1,$16.95,FL
,,10-May-16,5 #,6,$35.94,FL
,,10-May-16,CS,6,$89.70,FL
,,17-May-16,5 #,8,$47.92,FL
,,17-May-16,CS,2,$29.90,FL
,,24-May-16,5 #,6,$37.44,FL
,,24-May-16,CS,5,$79.75,FL
,,27-May-16,5 #,1,$6.24,FL
TOMATOES 6X6 25 LB SCH Total,,,,112,"$1,054.61",
TOMATOES CHERRY 12/1 PINT SCH,5820S,05-May-16,CS,1,$13.95,FL
,,12-May-16,CS,2,$25.90,FL
,,19-May-16,CS,1,$12.95,FL
,,09-May-16,CS,4,$51.80,FL
,,31-May-16,CS,2,$29.90,FL
,,31-May-16,EACH,2,$7.50,FL
,,02-May-16,CS,3,$41.85,FL
,,23-May-16,CS,2,$27.90,FL
,,16-May-16,CS,4,$51.80,FL
,,03-May-16,CS,1,$13.95,FL
,,10-May-16,CS,1,$12.95,FL
,,10-May-16,EACH,6,$21.30,FL
,,17-May-16,EACH,1,$3.55,FL
,,24-May-16,CS,1,$13.95,FL
TOMATOES CHERRY 12/1 PINT SCH Total,,,,31,$329.25,
TOMATOES GREEN BULK,5870,02-May-16,CS,21,$649.95,FL
TOMATOES GREEN BULK Total,,,,21,$649.95,
TOMATOES ROMA 25 LB,5850,09-May-16,CS,22,$372.90,FL
,,10-May-16,CS,1,$16.95,FL
TOMATOES ROMA 25 LB Total,,,,23,$389.85,
WATERMELON SDLS 4/5 CT,1830,05-May-16,EACH,1,$8.91,FL
,,16-May-16,CS,38,"$1,031.70",FL
WATERMELON SDLS 4/5 CT Total,,,,39,"$1,040.61",
APPLES RED 125-138 SCH,1372S,05-May-16,CS,29,"$1,006.30",WA
,,12-May-16,CS,13,$457.60,WA
,,09-May-16,CS,25,$880.00,WA
,,02-May-16,CS,25,$867.50,WA
,,03-May-16,CS,30,"$1,041.00",WA
,,10-May-16,CS,28,$985.60,WA
APPLES RED 125-138 SCH Total,,,,150,"$5,238.00",
CARROTS BABY PEELED 30/1 LB SCH,2570S,12-May-16,CS,1,$24.90,CA
,,19-May-16,CS,1,$24.90,CA
,,19-May-16,EACH,4,$12.56,CA
,,09-May-16,CS,3,$74.70,CA
,,09-May-16,EACH,15,$47.10,CA
,,23-May-16,CS,3,$74.70,CA
,,23-May-16,EACH,3,$9.42,CA
,,16-May-16,CS,1,$24.90,CA
,,16-May-16,EACH,6,$18.84,CA
,,10-May-16,CS,1,$24.90,CA
,,10-May-16,EACH,8,$25.12,CA
,,17-May-16,CS,1,$24.90,CA
,,17-May-16,EACH,29,$91.06,CA
CARROTS BABY PEELED 30/1 LB SCH Total,,,,76,$478.00,
CILANTRO 10/3 CT,5240,05-May-16,3 EA,2,$7.70,MEXICO
,,12-May-16,3 EA,4,$16.40,MEXICO
,,19-May-16,3 EA,4,$16.40,MEXICO
,,26-May-16,3 EA,1,$4.10,MEXICO
,,09-May-16,3 EA,1,$4.10,MEXICO
,,02-May-16,3 EA,1,$3.85,MEXICO
,,23-May-16,3 EA,8,$32.80,MEXICO
,,16-May-16,3 EA,1,$4.10,MEXICO
,,03-May-16,3 EA,2,$7.70,MEXICO
,,10-May-16,3 EA,6,$24.60,MEXICO
,,24-May-16,3 EA,1,$4.10,MEXICO
CILANTRO 10/3 CT Total,,,,31,$125.85,
CABBAGE GRN 4/5 W/SEP COLOR SCH,6040S,05-May-16,EACH,2,$13.32,CA
,,19-May-16,EACH,1,$6.74,CA
,,02-May-16,CS,1,$17.62,CA
,,02-May-16,EACH,7,$46.62,CA
,,03-May-16,EACH,11,$73.26,CA
,,04-May-16,CS,1,$17.62,CA
CABBAGE GRN 4/5 W/SEP COLOR SCH Total,,,,23,$175.18,
ROM/ICE BLEND W/COLOR 4/5 LB SCH,6290S,12-May-16,EACH,1,$8.47,CA
,,24-May-16,EACH,1,$8.47,CA
ROM/ICE BLEND W/COLOR 4/5 LB SCH Total,,,,2,$16.94,
"PEACHES 25 LB 2 1/2""",1872,05-May-16,CS,1,$21.20,FL
,,12-May-16,CS,2,$42.40,FL
,,19-May-16,CS,3,$100.35,FL
,,26-May-16,CS,1,$33.45,FL
,,09-May-16,CS,4,$84.80,FL
,,10-May-16,CS,4,$84.80,FL
,,17-May-16,CS,5,$167.25,FL
,,24-May-16,CS,6,$200.70,FL
"PEACHES 25 LB 2 1/2"" Total",,,,26,$734.95,
APPLES GRANNY SMITH WXF 80/88 CT,1210,31-May-16,CS,2,$71.92,WA
APPLES GRANNY SMITH WXF 80/88 CT Total,,,,2,$71.92,
AVOCADO **BREAKING** 48-60 CT,2432,31-May-16,CS,1,$50.95,MEXICO
AVOCADO **BREAKING** 48-60 CT Total,,,,1,$50.95,
EGGS HARD BOILED 20LB TUB,7905,31-May-16,CS,1,$37.45,FL
EGGS HARD BOILED 20LB TUB Total,,,,1,$37.45,
GRAPES GREEN SEEDLESS SCH,1760S,09-May-16,CS,1,$46.70,CHILE
,,31-May-16,2 #,1,$7.13,CHILE
,,31-May-16,CS,1,$36.59,CHILE
,,02-May-16,CS,2,$91.90,CHILE
,,23-May-16,CS,2,$77.90,CHILE
,,16-May-16,CS,1,$46.70,CHILE
,,03-May-16,CS,2,$91.90,CHILE
,,10-May-16,CS,2,$93.40,CHILE
,,17-May-16,CS,2,$93.40,CHILE
,,24-May-16,CS,1,$38.95,CHILE
GRAPES GREEN SEEDLESS SCH Total,,,,15,$624.57,
ONIONS YELLOW JUMBO 25 LB,4848,31-May-16,CS,1,$21.15,TX
ONIONS YELLOW JUMBO 25 LB Total,,,,1,$21.15,
ORANGES CH  80/88 CT,1700,31-May-16,CS,2,$47.90,CA
ORANGES CH  80/88 CT Total,,,,2,$47.90,
ROMAINE LINER 24 CT,2270,05-May-16,CS,2,$49.90,CA
,,19-May-16,CS,2,$61.90,CA
,,31-May-16,CS,5,$122.25,CA
,,16-May-16,CS,1,$30.95,CA
,,10-May-16,CS,2,$59.90,CA
,,17-May-16,CS,1,$30.95,CA
ROMAINE LINER 24 CT Total,,,,13,$355.85,
SALAD SEPARTE W/COLOR 4/5 LB SCH,6340S,05-May-16,CS,1,$19.45,CA
,,12-May-16,CS,2,$41.00,CA
,,19-May-16,CS,2,$41.00,CA
,,26-May-16,CS,1,$21.45,CA
,,10-May-16,CS,2,$41.00,CA
,,17-May-16,CS,1,$20.50,CA
,,24-May-16,CS,1,$21.45,CA
SALAD SEPARTE W/COLOR 4/5 LB SCH Total,,,,10,$205.85,
TOMATOES GRAPE 12/1 PINT SCH,5840S,05-May-16,EACH,4,$13.64,FL
,,12-May-16,CS,1,$12.95,FL
,,12-May-16,EACH,2,$6.66,FL
,,09-May-16,CS,2,$25.90,FL
,,02-May-16,CS,1,$13.95,FL
,,23-May-16,CS,1,$14.95,FL
,,16-May-16,CS,2,$25.90,FL
,,03-May-16,CS,2,$27.90,FL
,,10-May-16,CS,2,$25.90,FL
,,24-May-16,CS,5,$74.75,FL
TOMATOES GRAPE 12/1 PINT SCH Total,,,,22,$242.50,
CARROTS PETITE PEELED 4/5 LB SCH,2620S,02-May-16,EA,1,$9.12,CA
CARROTS PETITE PEELED 4/5 LB SCH Total,,,,1,$9.12,
PEARS RED 1/2 CTN 35/45 CT,1940,16-May-16,CS,49,"$1,950.69",WA
PEARS RED 1/2 CTN 35/45 CT Total,,,,49,"$1,950.69",
GREENS COLLARD SHREDDED 6/2#  USA,6151,09-May-16,CS,1,$18.45,SC
GREENS COLLARD SHREDDED 6/2#  USA Total,,,,1,$18.45,
BANANAS IP 150 CT,1502,02-Jun-16,CS,6,$128.70,HONDURAS
,,28-Jun-16,CS,7,$150.15,HONDURAS
,,07-Jun-16,CS,4,$85.80,HONDURAS
,,21-Jun-16,CS,7,$150.15,HONDURAS
,,06-Jun-16,CS,15,$321.75,HONDURAS
,,13-Jun-16,CS,3,$64.35,HONDURAS
BANANAS IP 150 CT Total,,,,42,$900.90,
BANANAS NO 1 PREMIUM 40 LB GT,1505,30-Jun-16,CS,1,$21.45,HONDURAS
,,14-Jun-16,CS,1,$21.45,HONDURAS
,,28-Jun-16,CS,1,$21.45,HONDURAS
,,07-Jun-16,CS,1,$21.45,HONDURAS
,,21-Jun-16,CS,2,$42.90,HONDURAS
BANANAS NO 1 PREMIUM 40 LB GT Total,,,,6,$128.70,
BERRIES RASP 12/6 OZ,1560,16-Jun-16,CS,1,$25.45,CA
,,28-Jun-16,CS,1,$27.95,CA
,,07-Jun-16,CS,2,$50.90,CA
BERRIES RASP 12/6 OZ Total,,,,4,$104.30,
BERRIES STRAW DRISCOLL 8/1 LB,1570,30-Jun-16,CS,2,$41.90,CA
,,07-Jun-16,CS,2,$42.90,CA
,,21-Jun-16,CS,2,$47.90,CA
BERRIES STRAW DRISCOLL 8/1 LB Total,,,,6,$132.70,
BROCCOLI FLORETS---4/3 LB---,2506,02-Jun-16,CS,2,$50.76,CA
,,02-Jun-16,EA,2,$17.20,CA
,,30-Jun-16,EA,2,$16.98,CA
,,28-Jun-16,CS,1,$24.95,CA
,,06-Jun-16,EA,3,$25.80,CA
,,13-Jun-16,EA,1,$8.60,CA
BROCCOLI FLORETS---4/3 LB--- Total,,,,11,$144.29,
CANTALOUPE 12 CT,1800,23-Jun-16,CS,1,$18.45,CA
CANTALOUPE 12 CT Total,,,,1,$18.45,
CARROT STICKS 4/5 LB,6060,21-Jun-16,CS,1,$39.95,CA
CARROT STICKS 4/5 LB Total,,,,1,$39.95,
CARROTS 100/2 OZ,6085,02-Jun-16,CS,3,$65.70,CA
,,14-Jun-16,CS,3,$62.85,CA
,,28-Jun-16,CS,10,$214.50,CA
,,07-Jun-16,CS,1,$21.90,CA
,,21-Jun-16,CS,4,$83.80,CA
,,09-Jun-16,CS,1,$21.90,CA
,,06-Jun-16,CS,2,$43.80,CA
CARROTS 100/2 OZ Total,,,,24,$514.45,
CARROTS BABY PEELED 30/1 LB,2570,14-Jun-16,EACH,1,$3.22,CA
,,07-Jun-16,EACH,2,$6.48,CA
CARROTS BABY PEELED 30/1 LB Total,,,,3,$9.70,
CARROTS MATCHSTICK SHRED 4/5 LB,6080,02-Jun-16,EACH,3,$28.26,CA
,,09-Jun-16,EACH,1,$7.99,CA
,,13-Jun-16,EACH,3,$27.72,CA
CARROTS MATCHSTICK SHRED 4/5 LB Total,,,,7,$63.97,
CELERY SLEEVED 30/36 CT,2660,30-Jun-16,EACH,4,$13.32,CA
,,23-Jun-16,EACH,6,$19.26,CA
,,09-Jun-16,EACH,8,$26.00,CA
CELERY SLEEVED 30/36 CT Total,,,,18,$58.58,
CUCUMBER HOT HOUSE 12 CT,2690,23-Jun-16,CS,1,$15.45,CANADA
,,07-Jun-16,CS,1,$15.95,CANADA
CUCUMBER HOT HOUSE 12 CT Total,,,,2,$31.40,
CUCUMBER SELECT 1-1/9 BU,2710,02-Jun-16,3 #,3,$9.57,FL
,,30-Jun-16,3 #,5,$18.40,FL
,,14-Jun-16,CS,1,$14.95,FL
,,16-Jun-16,CS,1,$14.95,FL
,,28-Jun-16,3 #,5,$18.40,FL
,,28-Jun-16,CS,2,$39.90,FL
,,07-Jun-16,3 #,1,$3.07,FL
,,07-Jun-16,CS,2,$27.90,FL
,,21-Jun-16,3 #,7,$21.28,FL
,,21-Jun-16,CS,4,$53.80,FL
,,09-Jun-16,3 #,7,$21.49,FL
,,09-Jun-16,CS,2,$27.90,FL
,,06-Jun-16,CS,4,$55.80,FL
,,13-Jun-16,CS,2,$29.90,FL
CUCUMBER SELECT 1-1/9 BU Total,,,,46,$357.31,
GRAPEFRUIT RED 36-40 CT,1620,28-Jun-16,CS,1,$29.45,CA
GRAPEFRUIT RED 36-40 CT Total,,,,1,$29.45,
GRAPES GREEN SEEDLESS,1760,07-Jun-16,CS,2,$63.90,CHILE
GRAPES GREEN SEEDLESS Total,,,,2,$63.90,
HONEYDEW 5/6 CT,1820,23-Jun-16,CS,1,$16.45,MEXICO
HONEYDEW 5/6 CT Total,,,,1,$16.45,
KALE GREEN 24 CT USA,2140,02-Jun-16,CS,1,$17.95,SC
,,02-Jun-16,EA,7,$22.05,SC
,,28-Jun-16,EA,3,$9.30,SC
,,21-Jun-16,EA,3,$9.30,SC
,,09-Jun-16,EA,3,$9.45,SC
,,06-Jun-16,EA,3,$9.45,SC
,,13-Jun-16,CS,1,$16.95,SC
KALE GREEN 24 CT USA Total,,,,21,$94.45,
"LETTUCE 1/8"" SHRED 4/5 LB",6180,23-Jun-16,CS,1,$16.95,CA
,,09-Jun-16,CS,1,$16.95,CA
"LETTUCE 1/8"" SHRED 4/5 LB Total",,,,2,$33.90,
LETTUCE SWEET SPRING MIX 3/1 LB,2220,16-Jun-16,CS,2,$19.90,CA
,,28-Jun-16,CS,1,$9.45,CA
,,06-Jun-16,CS,1,$9.95,CA
,,13-Jun-16,CS,1,$9.95,CA
LETTUCE SWEET SPRING MIX 3/1 LB Total,,,,5,$49.25,
ONIONS RED JUMBO 25 LB,4810,16-Jun-16,5 #,2,$14.76,TX
ONIONS RED JUMBO 25 LB Total,,,,2,$14.76,
ONIONS YELLOW JUMBO ROUND 50 LB,4850,02-Jun-16,5 #,1,$5.03,TX
,,30-Jun-16,5 #,4,$17.16,TX
,,23-Jun-16,5 #,4,$18.28,TX
,,16-Jun-16,5 #,2,$10.06,TX
,,28-Jun-16,5 #,5,$21.45,TX
,,21-Jun-16,5 #,1,$4.57,TX
,,13-Jun-16,5 #,1,$5.03,TX
ONIONS YELLOW JUMBO ROUND 50 LB Total,,,,18,$81.58,
PEPPER GREEN LARGE 1-1/9 BU,2820,02-Jun-16,5 #,2,$15.22,FL
,,23-Jun-16,CS,1,$19.20,FL
,,28-Jun-16,5 #,1,$6.24,FL
,,21-Jun-16,5 #,2,$14.10,FL
PEPPER GREEN LARGE 1-1/9 BU Total,,,,6,$54.76,
PEPPER RED 1-1/9 BU,2870,16-Jun-16,CS,1,$20.45,FL
PEPPER RED 1-1/9 BU Total,,,,1,$20.45,
PINEAPPLE GOLDEN 6/7 CT COSTA RICA,1960,23-Jun-16,CS,1,$13.95,COSTA RICA
,,07-Jun-16,EACH,10,$49.10,COSTA RICA
PINEAPPLE GOLDEN 6/7 CT COSTA RICA Total,,,,11,$63.05,
POTATOES IDAHO 100 CT CARTON,4310B,28-Jun-16,CS,1,$18.65,ID
POTATOES IDAHO 100 CT CARTON Total,,,,1,$18.65,
RADISH RED 14/1 LB,3007,07-Jun-16,EA,5,$17.25,FL
RADISH RED 14/1 LB Total,,,,5,$17.25,
ROMAINE CHOPPED 6/2 LB,6300,23-Jun-16,CS,2,$41.90,CA
,,09-Jun-16,CS,1,$20.95,CA
ROMAINE CHOPPED 6/2 LB Total,,,,3,$62.85,
SALAD SEPARATE W/COLOR 4/5 LB,6340,23-Jun-16,CS,1,$19.95,CA
,,09-Jun-16,CS,2,$39.90,CA
SALAD SEPARATE W/COLOR 4/5 LB Total,,,,3,$59.85,
SPINACH 4/2.5 LB,2320,09-Jun-16,EACH,2,$16.20,CA
SPINACH 4/2.5 LB Total,,,,2,$16.20,
TOMATOES 6X6 25 LB,5880,09-Jun-16,CS,1,$35.95,FL
TOMATOES 6X6 25 LB Total,,,,1,$35.95,
TOMATOES CHERRY 12/1 PINT,5820,07-Jun-16,CS,1,$28.45,FL
TOMATOES CHERRY 12/1 PINT Total,,,,1,$28.45,
GRAPES RED SEEDLESS,1750,28-Jun-16,CS,1,$21.45,CHILE
GRAPES RED SEEDLESS Total,,,,1,$21.45,
BERRIES BLACK 12/6 OZ,1540,28-Jun-16,CS,1,$26.95,CA
BERRIES BLACK 12/6 OZ Total,,,,1,$26.95,
SQUASH YELLOW MEDIUM,4160,23-Jun-16,5 #,2,$10.68,FL
SQUASH YELLOW MEDIUM Total,,,,2,$10.68,
KIWI TRAY 27/36,1780,23-Jun-16,CS,2,$24.90,ITALY
,,16-Jun-16,CS,2,$24.90,ITALY
KIWI TRAY 27/36 Total,,,,4,$49.80,
APPLES GRANNY SMITH WF 125/138 CT,1215,02-Jun-16,CS,3,$101.55,WA
,,14-Jun-16,CS,2,$66.70,WA
,,28-Jun-16,CS,10,$329.50,WA
,,07-Jun-16,CS,2,$67.70,WA
,,21-Jun-16,CS,4,$133.40,WA
,,09-Jun-16,CS,3,$101.55,WA
,,06-Jun-16,CS,1,$33.85,WA
,,13-Jun-16,CS,1,$33.35,WA
APPLES GRANNY SMITH WF 125/138 CT Total,,,,26,$867.60,
APPLES RED WF 125-138 SCH,1372S,02-Jun-16,CS,11,$342.10,WA
,,14-Jun-16,CS,7,$217.70,WA
,,28-Jun-16,CS,15,$456.75,WA
,,07-Jun-16,CS,3,$93.30,WA
,,21-Jun-16,CS,7,$217.70,WA
,,09-Jun-16,CS,12,$373.20,WA
,,06-Jun-16,CS,8,$248.80,WA
,,13-Jun-16,CS,10,$311.00,WA
APPLES RED WF 125-138 SCH Total,,,,73,"$2,260.55",
BERRIES BLUE 12/1 PINT,1550,14-Jun-16,CS,1,$26.95,FL
,,23-Jun-16,CS,1,$22.95,FL
BERRIES BLUE 12/1 PINT Total,,,,2,$49.90,
CELERY STICKS 4/5 LB SCH,6110S,02-Jun-16,CS,1,$39.45,CA
,,28-Jun-16,CS,1,$25.95,CA
,,21-Jun-16,CS,1,$39.45,CA
,,06-Jun-16,EACH,2,$24.22,CA
CELERY STICKS 4/5 LB SCH Total,,,,5,$129.07,
"LETTUCE 1/8"" SHRED 4/5 LB SCH",6180S,28-Jun-16,CS,1,$19.59,CA
,,21-Jun-16,CS,3,$63.27,CA
,,09-Jun-16,CS,1,$21.09,CA
,,06-Jun-16,CS,2,$42.18,CA
,,13-Jun-16,CS,1,$21.09,CA
"LETTUCE 1/8"" SHRED 4/5 LB SCH Total",,,,8,$167.22,
ORANGES CH 113/138 CT SCH,1690S,02-Jun-16,CS,13,$311.35,CA
,,14-Jun-16,CS,4,$115.80,CA
,,28-Jun-16,CS,9,$202.05,CA
,,07-Jun-16,CS,3,$92.85,CA
,,21-Jun-16,CS,8,$191.60,CA
,,09-Jun-16,CS,6,$185.70,CA
,,06-Jun-16,CS,7,$216.65,CA
,,13-Jun-16,CS,10,$289.50,CA
ORANGES CH 113/138 CT SCH Total,,,,60,"$1,605.50",
ROMAINE CHOPPED 6/2 LB SCH,6300S,02-Jun-16,CS,4,$85.80,CA
,,28-Jun-16,CS,1,$22.20,CA
,,07-Jun-16,CS,1,$21.45,CA
,,07-Jun-16,EACH,3,$17.49,CA
,,21-Jun-16,CS,3,$64.35,CA
,,09-Jun-16,CS,2,$42.90,CA
,,06-Jun-16,CS,1,$21.45,CA
,,13-Jun-16,CS,7,$150.15,CA
ROMAINE CHOPPED 6/2 LB SCH Total,,,,22,$425.79,
SQUASH ZUCCHINI MED 1/2 BU,4180,23-Jun-16,5 #,2,$12.18,FL
SQUASH ZUCCHINI MED 1/2 BU Total,,,,2,$12.18,
TOMATOES 6X6 25 LB SCH,5880S,02-Jun-16,5 #,4,$24.96,FL
,,30-Jun-16,CS,2,$37.90,FL
,,14-Jun-16,CS,2,$33.90,FL
,,16-Jun-16,CS,1,$16.95,FL
,,28-Jun-16,5 #,1,$6.99,FL
,,28-Jun-16,CS,1,$18.95,FL
,,07-Jun-16,5 #,2,$12.48,FL
,,07-Jun-16,CS,1,$15.95,FL
,,21-Jun-16,5 #,3,$22.47,FL
,,09-Jun-16,5 #,1,$6.24,FL
,,09-Jun-16,CS,1,$15.95,FL
TOMATOES 6X6 25 LB SCH Total,,,,19,$212.74,
TOMATOES CHERRY 12/1 PINT SCH,5820S,02-Jun-16,CS,2,$29.90,FL
,,06-Jun-16,CS,1,$14.95,FL
,,13-Jun-16,CS,1,$16.20,FL
